Dataset: Gulf of Mexico ,,,,,,
Species Name: Dwarf goatfish (Upeneus parvus),,,,,,
,,,,,,
HaulID,Stratum,LAT,LON,Depth,Year,wtcpue
004-282-00040,21-20,26.515,-97.2315,13,2008,0.0482244884976131
004-282-00041,21-20,26.4930833333333,-97.1875,16.5,2008,0.596347469367805
004-282-00042,21-20,26.3651666666667,-97.1943333333333,11,2008,0.0055746875528852
004-282-00043,21-20,26.31825,-97.048,20.5,2008,0.0759219352440556
004-282-00044,21-60,26.40425,-96.9229166666667,36.6,2008,0.00894272794942
004-282-00045,21-60,26.8254166666667,-96.8453333333333,54.9,2008,0.0977428550939205
004-282-00046,21-60,26.8266666666667,-96.8109166666667,60.7,2008,0.0373282848283273
004-282-00049,21-60,26.9439166666667,-97.0078333333333,41,2008,0.124322168962141
004-282-00048,21-60,26.9506666666667,-96.98025,45.7,2008,0.27932625805111
004-282-00050,21-20,26.8185833333333,-97.1391666666667,31.3,2008,0
004-282-00051,21-20,26.732,-97.29175,14.6,2008,0.345055462102791
004-282-00052,21-20,26.4485833333333,-96.9645833333333,34.7,2008,0.0462024934873365
004-282-00053,21-60,26.5613333333333,-96.7565,45.5,2008,0.0440534685984026
004-282-00054,21-20,26.84175,-97.2315,25.8,2008,0.144673465492839
004-282-00055,21-20,26.8705,-97.3438333333333,11.2,2008,0.0408080401936799
004-282-00056,20-20,27.0839166666667,-97.2795,20.3,2008,0.0234801674731077
004-282-00057,20-20,27.2258333333333,-97.3266666666667,12.8,2008,0
004-282-00058,20-20,27.25225,-97.3003333333333,14.8,2008,0
004-282-00059,20-20,27.42675,-97.14125,22.1,2008,0.0280833689040512
004-282-00061,20-20,27.3026666666667,-97.16125,25.6,2008,0.0163037489145889
004-282-00062,20-20,27.1959166666667,-97.2770833333333,20.5,2008,0.0569414514330417
004-282-00063,21-20,26.9855833333333,-97.1765,27.6,2008,0.0153531024604646
004-282-00064,20-20,27.158,-97.0675,33.3,2008,0
004-282-00066,20-60,27.2551666666667,-96.84925,55.2,2008,0.197715585208995
004-282-00067,20-60,27.2635833333333,-96.88575,49.4,2008,0.154179930034082
004-282-00069,20-60,27.63075,-96.336,73.7,2008,0.0109558907252952
004-282-00070,20-60,27.2241666666667,-96.8139166666667,54.7,2008,0.427764358224724
004-282-00071,20-60,27.21975,-96.7771666666667,59.8,2008,0.0650514503875219
004-282-00072,20-60,27.4228333333333,-96.6145833333333,64.4,2008,0.0233239801063243
004-282-00073,20-60,27.4071666666667,-96.5871666666667,71.1,2008,0.0547084533376283
004-282-00074,20-20,27.66175,-96.9073333333333,27.8,2008,0.0073001860811591
004-282-00075,20-20,27.7983333333333,-96.7005,29.4,2008,0
004-282-00076,20-60,27.8806666666667,-96.4545,36.8,2008,0
004-282-00077,19-60,28.0214166666667,-96.2468333333333,36.6,2008,0
004-282-00079,19-20,28.0695,-96.4048333333333,25.8,2008,0.0054443625746328
004-282-00080,19-20,28.0405,-96.5100833333333,23.8,2008,0.0288050702822975
004-282-00081,20-60,27.6551666666667,-96.3000833333333,74.1,2008,0.0164102099616058
004-282-00082,20-60,27.7224166666667,-95.9311666666667,83,2008,0.325075401746433
004-282-00083,20-60,27.6885,-96.0105833333333,92.2,2008,0.236738398079192
004-282-00084,20-60,27.6621666666667,-96.0126666666667,106.1,2008,0.424140811315349
004-282-00085,20-60,27.8254166666667,-95.788,63.8,2008,0.30851913685539
004-282-00086,20-60,27.8686666666667,-95.79525,61.3,2008,0
004-282-00087,20-60,27.9040833333333,-95.8038333333333,57.1,2008,0.202302276010395
004-282-00090,20-60,27.9806666666667,-95.8391666666667,51,2008,0.195114064350982
004-282-00091,20-60,28.0168333333333,-95.8438333333333,48.3,2008,0.424041263323333
004-282-00092,19-60,28.0508333333333,-95.8395,45.4,2008,0.0096070448828055
004-282-00093,19-60,28.0789166666667,-95.8375833333333,41.7,2008,0
004-282-00100,19-20,28.5781666666667,-95.5116666666667,20.1,2008,0
004-282-00094,19-60,28.1118333333333,-95.83925,40.1,2008,0
004-282-00101,19-20,28.5393333333333,-95.3428333333333,27.4,2008,0
004-282-00095,19-60,28.1374166666667,-95.8414166666667,36.9,2008,0
004-282-00102,19-20,28.5194166666667,-95.3255833333333,28.7,2008,0.0089319923816536
004-282-00096,19-20,28.52275,-95.925,14.8,2008,0
004-282-00103,19-20,28.5236666666667,-95.2424166666667,29.4,2008,0.0089733441982353
004-282-00097,19-20,28.49725,-95.91075,16.6,2008,0
004-282-00104,19-20,28.5831666666667,-95.5935833333333,20.1,2008,0.0007908534921255
004-282-00098,19-20,28.5075,-95.7844166666667,19.9,2008,0.0147357574314599
004-282-00105,18-20,29.2145,-94.8013333333333,11.3,2008,0
004-282-00099,19-20,28.6393333333333,-95.8173333333333,9.9,2008,0
004-282-00106,18-20,29.2289166666667,-94.7045,12.3,2008,0
004-282-00107,18-20,28.8115833333333,-94.8665833333333,20.5,2008,0
004-282-00108,19-20,28.5741666666667,-95.1141666666667,29.4,2008,0.011810078815742
004-282-00109,19-20,28.52225,-95.1245833333333,31.6,2008,0.0120005639579314
004-282-00110,19-20,28.4950833333333,-95.0779166666667,33.5,2008,0.0085643646464331
004-282-00111,19-20,28.7440833333333,-95.0189166666667,24,2008,0
004-282-00112,18-20,29.0330833333333,-95.0015833333333,16.6,2008,0
004-282-00113,19-20,28.789,-95.39475,13,2008,0
004-282-00114,19-20,28.7678333333333,-95.4633333333333,11.2,2008,0
004-282-00115,19-20,28.74275,-95.5851666666667,9.9,2008,0
004-282-00116,19-20,28.6760833333333,-95.4803333333333,16.8,2008,0
004-282-00117,19-20,28.4769166666667,-95.0400833333333,34.9,2008,0.0128667700782031
004-282-00118,19-60,28.2824166666667,-95.151,40.8,2008,0.0100239866491637
004-282-00120,19-60,28.254,-95.13925,43.2,2008,0.0156738700332378
004-282-00121,0-60,27.9674166666667,-94.7436666666667,82.3,2008,1.51247971577765
004-282-00122,20-60,27.8958333333333,-95.4806666666667,64,2008,0.390806244448189
004-282-00123,0-60,27.8841666666667,-95.4561666666667,69.9,2008,0.0610187405480003
004-282-00124,0-60,27.8406666666667,-95.4893333333333,73.2,2008,0.028572771328408
004-282-00126,19-60,28.0220833333333,-95.1365,65.3,2008,0
004-282-00129,0-60,27.9533333333333,-94.456,91.6,2008,0.146607874954038
004-282-00130,0-60,27.9294166666667,-94.44375,105.9,2008,0.316903781555743
004-282-00131,18-60,28.0088333333333,-94.3256666666667,74.4,2008,0.200544578949913
004-282-00132,18-60,28.3255833333333,-94.3664166666667,45.9,2008,0.0964489769952262
004-282-00133,18-60,28.2859166666667,-94.368,48.3,2008,0.0275568505700646
004-282-00134,18-60,28.2455,-94.3685833333333,49.7,2008,0.0643610951046199
004-282-00135,18-60,28.2029166666667,-94.3673333333333,50.7,2008,0.101348621104093
004-282-00136,18-60,28.2203333333333,-94.134,55.8,2008,0.0193255835166687
004-282-00137,18-60,28.1911666666667,-94.1068333333333,58.2,2008,0.157093791542221
004-282-00140,17-60,27.9854166666667,-93.4814166666667,90.5,2008,0.427448242560283
004-282-00143,17-60,28.1855833333333,-93.1494166666667,73,2008,0.0352512958591086
004-282-00153,17-60,28.3671666666667,-93.9135833333333,54.9,2008,0
004-282-00144,17-60,28.2130833333333,-93.15375,66,2008,0
004-282-00154,17-60,28.4085833333333,-93.92125,51.2,2008,0
004-282-00145,17-60,28.3886666666667,-93.3571666666667,54.9,2008,0
004-282-00155,17-60,28.4408333333333,-93.9245,47.4,2008,0
004-282-00146,17-60,28.4343333333333,-93.36125,51.6,2008,0
004-282-00156,18-20,28.6855,-94.3705,25.8,2008,0.127942520503871
004-282-00147,17-60,28.46275,-93.3690833333333,47,2008,0.0059314011909418
004-282-00157,18-20,28.58975,-94.4591666666667,33.3,2008,0
004-282-00149,17-60,28.339,-93.62825,54.5,2008,0.0122557421672794
004-282-00158,18-20,28.69075,-94.54075,29.4,2008,0.0513957133648031
004-282-00150,17-60,28.2965833333333,-93.6285,58,2008,0
004-282-00159,18-20,28.7909166666667,-94.5989166666667,24,2008,0
004-282-00151,17-60,28.2553333333333,-93.6256666666667,60.5,2008,0.025409563512657
004-282-00161,18-20,28.8445833333333,-94.20325,24,2008,0.0013122309795268
004-282-00152,17-60,28.229,-93.6239166666667,63.1,2008,0
004-282-00162,18-20,28.6471666666667,-94.1736666666667,31.1,2008,0
004-282-00163,18-20,28.6215833333333,-94.1775833333333,32.7,2008,0
004-282-00164,17-20,28.5764166666667,-93.9546666666667,34.7,2008,0
004-282-00165,18-60,28.54325,-94.0050833333333,36.6,2008,0.0181177345468769
004-282-00166,18-60,28.5171666666667,-94.0105833333333,38.8,2008,0.0484516053979158
004-282-00167,17-60,28.5255833333333,-93.6445,36.6,2008,0
004-282-00170,17-20,28.6595833333333,-93.92575,29.4,2008,0
004-282-00171,17-20,28.64475,-93.681,34.7,2008,0
004-282-00172,17-20,28.7244166666667,-93.60625,25.6,2008,0
004-282-00173,17-20,28.9231666666667,-93.852,23.8,2008,0
004-282-00174,17-20,28.9535,-93.8551666666667,22.3,2008,0
004-282-00175,17-20,29.24,-93.9799166666667,12.8,2008,0
004-282-00177,17-20,29.63625,-93.67125,10.2,2008,0
004-282-00180,16-20,29.5401666666667,-92.6784166666667,10.2,2008,0
004-282-00182,16-20,29.4965,-92.731,12.8,2008,0
004-282-00183,16-20,29.47275,-92.7449166666667,14.1,2008,0
004-282-00184,16-20,29.34025,-92.75675,16.8,2008,0
004-282-00185,16-20,29.305,-92.7725,17.2,2008,0
004-282-00186,16-20,29.1128333333333,-92.2251666666667,14.8,2008,0
004-282-00187,16-20,29.11275,-92.2215833333333,14.4,2008,0
004-282-00188,16-20,29.2565833333333,-92.4394166666667,10.8,2008,0
004-282-00189,16-20,29.1055833333333,-92.7063333333333,22.1,2008,0
004-282-00190,16-20,29.0364166666667,-92.536,24.1,2008,0
004-282-00192,17-20,28.8115833333333,-93.2836666666667,27.4,2008,0
004-282-00193,17-20,29.0589166666667,-93.5290833333333,22.3,2008,0
004-282-00196,17-20,29.3235833333333,-93.1375833333333,16.6,2008,0
004-282-00197,17-20,29.2845,-93.1428333333333,17.2,2008,0
004-282-00198,17-20,29.1816666666667,-93.1561666666667,19.9,2008,0
004-282-00208,17-20,28.7669166666667,-93.0273333333333,29.1,2008,0
004-282-00199,17-20,29.2219166666667,-93.1630833333333,19.4,2008,0
004-282-00209,17-60,28.5553333333333,-93.0290833333333,40.8,2008,0.0159436064012517
004-282-00200,17-20,28.6945,-93.12575,31.3,2008,0
004-282-00210,16-60,28.5639166666667,-92.3801666666667,40.2,2008,0
004-282-00201,16-20,28.8075,-92.89275,27.6,2008,0
004-282-00212,16-60,28.245,-92.473,64.2,2008,0
004-282-00202,16-60,28.7063333333333,-92.348,36.6,2008,0
004-282-00213,16-60,28.20525,-92.4661666666667,66.8,2008,0.0796285617121997
004-282-00203,16-60,28.6694166666667,-92.3265833333333,38.4,2008,0
004-282-00214,16-60,28.17825,-92.4599166666667,71,2008,0
004-282-00204,16-60,28.6424166666667,-92.3078333333333,39.3,2008,0
004-282-00215,16-60,28.397,-92.6519166666667,55.2,2008,0.110259355956708
004-282-00205,16-20,28.6686666666667,-92.5336666666667,34.9,2008,0
004-282-00216,16-60,28.3560833333333,-92.6439166666667,57.8,2008,0.0121679599919766
004-282-00206,16-20,28.8618333333333,-92.6865833333333,29.4,2008,0
004-282-00217,16-60,28.3130833333333,-92.63125,59.1,2008,0
004-282-00207,16-20,28.8886666666667,-92.6851666666667,28.2,2008,0
004-282-00218,16-60,28.1468333333333,-92.6493333333333,73.2,2008,0.0159436064012517
004-282-00219,16-60,28.1204166666667,-92.64325,81.9,2008,0
004-282-00220,16-60,28.0436666666667,-92.5184166666667,92,2008,0.347681562711919
004-282-00222,15-60,28.4318333333333,-91.886,55,2008,0
004-282-00223,15-60,28.3885,-91.87425,57.6,2008,0.0276555764117845
004-282-00224,15-60,28.3465,-91.8634166666667,60.7,2008,0
004-282-00225,16-60,28.11875,-92.058,82.5,2008,0.0888143393421028
004-282-00226,16-60,28.1276666666667,-92.0243333333333,81.9,2008,0
004-282-00228,15-60,28.1480833333333,-91.3995,90.9,2008,0
004-282-00229,15-60,28.1149166666667,-91.3920833333333,103,2008,0.116944271222699
004-282-00230,15-60,28.19825,-91.29075,82.8,2008,0.032439372331551
004-282-00231,15-60,28.2910833333333,-91.227,73,2008,0.0040524780250095
004-282-00232,15-60,28.3186666666667,-91.2359166666667,66.8,2008,0
004-282-00234,15-60,28.45625,-91.6338333333333,55,2008,0
004-282-00235,15-60,28.499,-91.6290833333333,50.7,2008,0
004-282-00236,15-60,28.5240833333333,-91.62325,46.5,2008,0
004-282-00237,15-60,28.6310833333333,-91.6900833333333,36.8,2008,0
004-282-00238,15-20,28.7785833333333,-91.7066666666667,26.3,2008,0
004-282-00239,15-20,28.7968333333333,-91.8931666666667,27.6,2008,0
004-282-00240,16-20,28.7391666666667,-92.03275,33.3,2008,0.0134390552041202
004-282-00241,16-20,28.8363333333333,-92.334,32.9,2008,0
004-282-00242,16-20,28.9319166666667,-92.2510833333333,27.4,2008,0
004-282-00244,15-20,29.0463333333333,-91.7335833333333,9.7,2008,0
004-282-00246,15-20,28.87825,-91.5561666666667,18.8,2008,0
004-282-00261,14-60,28.41925,-90.7153333333333,41.9,2008,0
004-282-00247,15-20,28.65325,-91.3531666666667,25.4,2008,0
004-282-00248,15-60,28.45425,-91.6255,54.9,2008,0
004-282-00262,14-60,28.4210833333333,-90.2290833333333,54.9,2008,0.0122454734264606
004-282-00263,14-60,28.3990833333333,-90.20775,61.1,2008,0
004-282-00249,15-60,28.4990833333333,-91.617,51,2008,0
004-282-00264,14-60,28.4765,-90.0864166666667,64,2008,0
004-282-00265,14-60,28.459,-90.0404166666667,73.5,2008,0.146003721623184
004-282-00250,15-20,28.6640833333333,-91.5388333333333,31.5,2008,0
004-282-00266,14-60,28.4429166666667,-90.4849166666667,45.7,2008,0
004-282-00251,15-20,28.7086666666667,-91.4168333333333,25.6,2008,0
004-282-00267,14-60,28.4750833333333,-90.49425,41.7,2008,0
004-282-00268,14-20,28.5630833333333,-90.4781666666667,34.6,2008,0
004-282-00253,15-20,28.7156666666667,-91.16125,16.5,2008,0
004-282-00270,14-20,28.6876666666667,-90.39675,19.6,2008,0
004-282-00271,14-20,28.65675,-90.3869166666667,21.4,2008,0
004-282-00254,15-20,28.7684166666667,-91.10075,11,2008,0
004-282-00272,14-20,28.6909166666667,-90.202,34.7,2008,0.308960097590393
004-282-00255,14-20,28.6554166666667,-90.9591666666667,16.6,2008,0
004-282-00273,14-20,29.1298333333333,-90.0678333333333,11.2,2008,0
004-282-00274,13-20,28.9834166666667,-89.8954166666667,34.6,2008,0
004-282-00257,14-20,28.5339166666667,-90.792,27.4,2008,0
004-282-00275,14-20,28.9921666666667,-90.3699166666667,14.1,2008,0
004-282-00258,14-60,28.157,-90.8226666666667,92.4,2008,0
004-282-00259,14-60,28.1871666666667,-90.5874166666667,82.3,2008,0.0246043308661291
004-282-00276,14-20,29.01825,-90.01875,23.8,2008,0
004-282-00260,14-60,28.388,-90.70775,45.7,2008,0
004-282-00277,13-60,28.9443333333333,-89.8738333333333,36.6,2008,0
004-282-00278,13-20,29.0270833333333,-89.87725,31.1,2008,0
004-282-00279,13-20,29.04625,-89.8054166666667,31.3,2008,0
004-282-00280,13-20,29.1198333333333,-89.8606666666667,22.3,2008,0
004-282-00281,13-20,29.1645,-89.83775,18.7,2008,0
004-282-00283,13-20,29.22825,-89.67625,9.9,2008,0
004-282-00284,13-20,29.0599166666667,-89.7198333333333,31.3,2008,0
004-282-00285,13-20,28.9766666666667,-89.5651666666667,36.4,2008,0
004-282-00286,13-20,29.0878333333333,-89.6910833333333,25.6,2008,0
004-282-00287,13-60,28.8068333333333,-89.5158333333333,72.1,2008,0
017-802-00002,11-60,29.14992,-88.8825,51.2,2008,0
017-802-00003,11-20,29.30592,-88.90425,29.3,2008,0
017-802-00004,11-20,29.37067,-88.87258,21.9,2008,0.3591893
017-802-00005,11-20,29.51617,-88.62133,31.1,2008,0
017-802-00006,11-60,29.47192,-88.65275,36.6,2008,0
017-802-00007,11-20,29.70733,-88.80067,11.2,2008,0
017-802-00008,11-20,29.81867,-88.75367,12.8,2008,0
017-802-00009,11-20,29.90183,-88.66558,18.7,2008,0
017-802-00010,11-20,29.74392,-88.38108,34.7,2008,0
017-802-00011,11-20,29.81983,-88.55017,25.6,2008,0
017-802-00012,11-20,29.577,-88.56433,32.9,2008,0
017-802-00014,11-60,29.69817,-88.41775,36.6,2008,0
017-803-00013,8-60,29.33258,-85.46667,38.4,2008,0
017-802-00015,11-20,29.88142,-88.14642,32.9,2008,0
017-803-00014,8-60,29.123,-85.413,45.7,2008,0
017-802-00016,11-20,29.96183,-88.16192,27.4,2008,0
017-803-00015,8-60,29.0375,-85.49467,62.2,2008,0
017-802-00017,11-20,29.98433,-88.2,27.4,2008,0
017-803-00016,8-60,28.85808,-85.22642,86,2008,0.0102862
017-803-00017,6-60,28.65875,-84.85992,51.2,2008,0
017-802-00019,11-20,29.69025,-88.60142,23.8,2008,0
017-803-00018,6-60,28.49167,-84.94083,84.1,2008,0
017-802-00020,11-20,29.7575,-88.72517,15,2008,0
017-803-00019,6-60,28.22908,-84.754,78.6,2008,0
017-802-00021,11-20,30.03408,-88.80308,8,2008,0
017-803-00020,6-60,28.1655,-84.50217,65.8,2008,0
017-802-00022,11-20,30.03592,-88.47733,20.1,2008,0
017-803-00021,6-60,28.02592,-84.56683,78.6,2008,0.03340565
017-802-00023,11-20,30.07908,-88.71092,15,2008,0
017-803-00022,5-60,27.92425,-84.5575,100.6,2008,0.2446901
017-803-00023,5-60,27.95392,-84.362,64,2008,0
017-803-00001,10-20,30.05625,-87.876,18.1,2008,0
017-803-00002,10-20,29.82942,-87.69792,32.9,2008,0
017-803-00024,5-60,27.617,-84.39317,100.6,2008,0
017-803-00003,10-20,30.14567,-87.4385,21.9,2008,0
017-803-00025,5-60,27.3305,-84.22283,82.3,2008,0
017-803-00004,10-20,30.25283,-86.9955,23.8,2008,0
017-803-00005,10-20,30.288,-87.22158,15.4,2008,0
017-803-00026,5-60,27.0675,-83.89175,65.8,2008,0
017-803-00006,10-20,30.16775,-87.219,25.6,2008,0
017-803-00027,5-60,27.04975,-83.70408,56.7,2008,0
017-803-00007,10-20,30.18183,-87.08017,25.6,2008,0.01716152
017-803-00028,5-60,27.03258,-84.02508,84.1,2008,0.1674884
017-803-00008,9-20,30.13325,-86.9645,29.3,2008,0
017-803-00029,4-60,26.99142,-83.929,75,2008,0
017-803-00009,9-60,30.0535,-86.78567,95.1,2008,0.1022905
017-803-00030,5-60,27.01025,-83.75492,54.9,2008,0
017-803-00010,9-60,29.77817,-86.27408,75,2008,0
017-803-00031,6-20,28.073,-83.1645,17.2,2008,0
017-803-00011,9-60,29.6325,-86.17842,69.5,2008,0.201438
017-803-00032,6-20,28.18083,-83.40067,23.8,2008,0
017-803-00012,9-60,29.8075,-86.02933,40.2,2008,0
017-803-00035,6-20,28.61125,-83.36833,18.7,2008,0
017-803-00036,6-60,28.52258,-83.50625,40.1,2008,0
017-803-00037,6-20,28.73158,-83.53925,20.1,2008,0
017-803-00038,7-20,29.09075,-84.01742,25.6,2008,0
017-803-00039,7-20,29.14183,-84.42892,27.4,2008,0
017-803-00040,6-20,28.97742,-84.54508,34.7,2008,0
017-803-00041,7-20,29.29558,-84.74875,31.1,2008,0
017-803-00042,7-20,29.63375,-84.63617,15.5,2008,0
017-803-00043,7-20,29.501,-84.87392,15.2,2008,0
017-803-00044,8-20,29.4335,-85.03617,17.2,2008,0
017-803-00045,7-20,29.25458,-84.94483,27.4,2008,0.006857465
017-803-00046,8-60,29.11783,-85.16508,36.6,2008,0
017-803-00047,8-20,29.28117,-85.13833,25.6,2008,0
017-803-00048,8-20,29.59308,-85.30508,9.9,2008,0
017-803-00049,8-20,29.729,-85.46133,12.1,2008,0
017-803-00050,8-20,29.93175,-85.52858,11.5,2008,0
017-803-00051,8-20,29.99608,-85.76008,21.9,2008,0
017-803-00052,9-20,30.17142,-86.20067,31.1,2008,0
017-803-00053,9-20,30.32558,-86.45367,23.8,2008,0
017-803-00054,9-60,30.0955,-86.46675,40.2,2008,0
017-803-00055,10-20,29.88767,-87.42092,29.3,2008,0
017-803-00057,10-20,30.05558,-87.72475,20.1,2008,0
035-082-35006,15-20,28.67308,-91.44083,25.6,2008,0.002125814
035-082-35007,15-20,28.68208,-91.29108,20.1,2008,0
035-082-35008,15-20,28.70025,-91.043,12.8,2008,0
035-082-35009,15-20,28.55967,-91.18833,29.3,2008,0
035-082-35010,15-20,28.52867,-91.19983,32.9,2008,0
035-082-35011,15-20,28.69775,-91.041,12.8,2008,0
023-081-00001,11-20,30.15567,-88.04417,10.6,2008,0
035-082-35012,15-20,28.56325,-91.18258,29.3,2008,0.003697068
035-082-35013,15-20,28.52792,-91.19783,32.9,2008,0.007676551
023-081-00002,11-20,30.155,-88.07083,11,2008,0
035-082-35016,14-20,28.88817,-90.1695,23.8,2008,0
023-081-00003,11-20,30.0965,-88.126,20.1,2008,0
023-081-00004,11-20,29.9885,-88.2075,27.1,2008,0
035-082-35017,13-20,28.98075,-89.85842,34.7,2008,0
035-082-35018,13-20,29.00467,-89.87183,31.1,2008,0
023-081-00005,11-20,29.96525,-88.35158,31.3,2008,0
035-082-35019,13-20,29.07325,-89.83933,27.4,2008,0
023-081-00006,11-20,30.14442,-88.31158,18.3,2008,0
035-082-35020,13-20,29.11475,-89.78408,21.9,2008,0
023-081-00008,11-20,30.17808,-88.30608,12.8,2008,0
035-082-35021,13-20,29.09,-89.64892,16.5,2008,0
023-081-00009,11-20,30.14683,-88.27792,18.3,2008,0
023-081-00010,11-20,30.22092,-88.2985,7.7,2008,0
035-082-35023,13-20,29.08658,-89.653,16.5,2008,0.005797675
023-081-00011,11-20,30.21892,-88.25617,9.1,2008,0
035-082-35024,13-20,29.11292,-89.79342,21.9,2008,0.0007592194
023-081-00012,11-20,30.07883,-88.19125,18.3,2008,0.02013082
035-082-35025,13-20,29.0545,-89.8385,27.4,2008,0
035-082-35026,13-20,28.99933,-89.87608,31.1,2008,0
035-082-35004,15-20,28.67342,-91.43808,25.6,2008,0.005668838
035-082-35027,13-20,28.97425,-89.86275,34.7,2008,0.005757413
035-082-35005,15-20,28.68475,-91.28783,20.1,2008,0.009566164
035-082-35028,14-20,28.89158,-90.16058,23.8,2008,0
035-082-35029,13-20,29.1355,-89.941,14.6,2008,0
035-082-35030,13-20,29.1365,-89.94642,14.6,2008,0
004-287-00001,11-20,30.1294166666667,-88.5249166666667,13.9,2009,0
004-287-00002,11-20,30.0789166666667,-88.5873333333333,17.2,2009,0.007154182359536
004-287-00003,11-20,29.9903333333333,-88.7441666666667,14.4,2009,0
004-287-00004,11-20,29.9734166666667,-88.7155833333333,16.8,2009,0
004-287-00005,11-20,30.015,-88.5984166666667,23,2009,0
004-287-00007,11-20,30.0563333333333,-88.46675,19.9,2009,0
004-287-00008,11-20,30.04475,-88.4350833333333,21.8,2009,0
004-287-00009,11-20,30.0596666666667,-88.25075,21.6,2009,0
004-287-00010,11-20,30.161,-88.1559166666667,16.6,2009,0
004-287-00011,11-20,29.9836666666667,-88.1536666666667,29.3,2009,0.0054508056072655
004-287-00013,11-20,29.7915833333333,-88.0606666666667,34,2009,0
004-287-00015,11-20,29.8084166666667,-88.271,36,2009,0
004-287-00016,11-20,29.8563333333333,-88.3354166666667,34,2009,0
004-287-00023,11-20,29.6144166666667,-88.6833333333333,15,2009,0
004-287-00017,11-20,29.8174166666667,-88.6153333333333,23.4,2009,0
004-287-00024,11-20,29.6945,-88.50275,35.1,2009,0
004-287-00018,11-20,29.8253333333333,-88.6520833333333,21.6,2009,0
004-287-00025,11-60,29.6245,-88.4755833333333,40.6,2009,0
004-287-00019,11-20,29.7091666666667,-88.7776666666667,13.7,2009,0
004-287-00026,11-60,29.5193333333333,-88.3803333333333,47.2,2009,0
004-287-00020,11-20,29.56025,-88.8153333333333,16.5,2009,0
004-287-00027,11-60,29.5249166666667,-88.34375,47.2,2009,0
004-287-00021,11-20,29.5155833333333,-88.9070833333333,13,2009,0
004-287-00028,11-60,29.5869166666667,-88.1595,41.9,2009,0
004-287-00022,11-20,29.5250833333333,-88.7308333333333,17.9,2009,0
004-287-00030,11-60,29.4705833333333,-88.0674166666667,46.1,2009,0
004-287-00031,11-60,29.3165833333333,-88.3005,64.2,2009,0.187030767399299
004-287-00032,11-60,29.3303333333333,-88.4428333333333,59.8,2009,0.0122643126163474
004-287-00034,11-60,29.2201666666667,-88.694,70.4,2009,0
004-287-00035,11-60,29.3105,-88.7460833333333,59.6,2009,0
004-287-00036,11-20,29.3640833333333,-88.8475833333333,32.2,2009,0
004-287-00037,11-60,29.1931666666667,-88.8096666666667,68.6,2009,0
